8,13,30,48,3,15,33,44,6,34,41,43,1,45,47,49,22,23,31,40,2,10,20,32,9,29,38,39,14,17,24,46,4,18,28,35,12,25,26,37,5,7,11,21,16,19,36,42,27
24,29,30,42,9,21,36,45,6,27,32,46,2,16,34,38,13,18,40,49,7,19,22,47,8,12,14,28,10,26,35,41,1,4,11,37,3,5,25,48,17,23,39,44,20,31,33,43,15
8,10,25,43,11,12,32,42,20,29,34,45,6,33,39,40,2,5,24,49,4,15,22,41,37,44,46,47,17,21,27,48,7,18,23,30,26,28,31,36,1,3,13,38,9,14,19,35,16
3,6,19,20,12,21,41,47,13,14,42,43,15,24,31,35,2,22,27,37,4,5,8,9,7,10,44,49,23,26,33,34,1,18,36,39,11,38,46,48,16,30,40,45,17,25,29,32,28
21,28,30,34,7,24,39,41,10,16,29,37,6,11,22,36,12,20,38,40,35,42,48,49,8,19,27,33,3,31,32,47,5,14,23,45,4,26,43,46,2,13,15,17,1,9,25,44,18
10,17,36,38,9,23,41,49,3,7,28,43,21,24,37,40,22,26,44,48,16,20,35,47,19,25,45,46,2,6,12,18,27,34,39,42,8,11,29,31,4,13,32,33,1,14,15,30,5
9,17,18,34,23,32,36,43,3,4,10,14,12,19,24,44,6,15,28,42,1,26,29,40,2,7,45,48,11,25,30,47,22,33,35,46,5,16,27,31,8,37,38,41,20,21,39,49,13
1,8,20,46,3,21,23,42,18,26,27,45,2,35,40,44,5,17,19,41,14,34,36,47,6,30,31,37,7,12,13,29,25,28,33,38,9,24,32,48,16,22,43,49,10,11,15,39,4
