11,27,33,36,12,15,16,22,2,19,20,21,7,9,14,17,1,23,25,34,13,24,29,35,4,6,30,32,8,18,26,28,3,5,10,31
3,7,16,36,11,24,26,34,2,6,17,22,14,21,29,31,1,4,5,20,15,28,32,35,10,18,19,27,9,12,25,30,8,13,23,33
2,10,15,33,14,16,23,35,4,8,25,29,17,20,32,34,1,18,31,36,5,11,21,30,3,12,13,26,6,7,27,28,9,19,22,24
1,13,16,17,7,10,24,30,2,8,9,34,15,18,21,25,5,12,32,36,3,6,11,14,4,19,23,28,26,27,31,35,20,22,29,33
3,21,22,28,5,9,23,26,4,24,31,33,1,10,11,29,6,12,34,35,8,17,19,36,14,25,27,32,7,13,15,20,2,16,18,30
10,17,21,26,4,13,14,34,16,19,32,33,5,6,18,24,7,22,25,31,3,8,30,35,2,28,29,36,1,9,15,27,11,12,20,23
10,16,28,34,13,22,27,30,2,4,7,12,8,11,15,31,5,17,33,35,6,20,25,36,21,23,24,32,3,9,18,29,1,14,19,26
17,23,30,31,6,15,26,29,5,13,19,25,8,12,21,27,1,2,3,32,7,18,33,34,10,22,35,36,14,20,24,28,4,9,11,16
