14,28,29,38,1,20,23,30,4,13,18,19,3,7,15,17,11,16,37,39,2,26,34,36,5,9,24,33,6,10,25,35,8,22,27,31,12,21,32
2,8,12,23,9,17,22,28,7,14,30,37,3,5,10,34,18,35,38,39,4,11,29,32,15,20,27,36,6,16,26,31,13,21,24,25,1,19,33
4,16,24,36,1,5,15,18,22,23,33,37,2,28,30,31,3,13,27,38,9,20,32,39,10,19,21,29,11,12,17,25,6,7,8,34,14,26,35
15,21,28,34,3,12,19,20,6,9,27,29,1,8,14,39,18,25,31,32,22,24,26,30,2,4,7,33,10,13,16,23,17,35,36,37,5,11,38
1,13,28,37,5,17,29,31,2,3,18,21,11,14,20,33,19,23,27,39,6,12,30,36,8,24,32,35,7,9,10,26,4,22,34,38,15,16,25
9,21,36,38,2,10,32,37,15,26,29,33,12,14,24,27,13,17,30,39,1,4,31,35,7,16,20,28,3,6,11,22,5,8,19,25,18,23,34
5,23,28,35,3,25,29,36,1,2,9,16,10,17,20,24,8,11,13,26,6,21,33,39,14,19,32,34,15,31,37,38,7,12,18,22,4,27,30
20,29,34,35,9,14,23,25,8,18,28,33,4,12,26,37,13,15,22,32,3,24,31,39,1,10,11,36,16,19,30,38,5,7,21,27,2,6,17
