4,10,19,27,2,23,30,31,7,17,21,42,24,25,35,36,3,13,34,43,9,29,40,41,8,14,32,38,1,6,18,26,16,20,28,33,5,11,12,22,15,37,39
3,16,21,24,12,26,28,35,6,10,30,36,2,15,20,38,1,9,11,31,29,32,37,43,22,23,34,41,4,5,17,18,7,14,25,33,8,19,39,42,13,27,40
23,24,33,38,2,6,12,14,3,29,36,42,11,17,19,35,4,13,16,25,7,18,37,40,1,27,30,39,15,26,41,43,5,21,28,32,9,10,20,22,8,31,34
8,13,22,28,12,19,29,38,5,15,25,31,3,4,30,41,11,16,26,32,18,20,35,39,17,33,36,37,6,24,34,40,1,2,7,10,9,21,27,43,14,23,42
21,23,25,40,4,26,31,36,2,17,27,34,1,19,28,41,9,12,13,15,8,29,33,35,6,22,37,42,5,14,16,30,11,38,39,43,3,7,20,32,10,18,24
2,4,11,24,5,7,13,35,14,22,29,31,6,8,15,21,18,23,28,36,12,27,32,41,19,20,34,37,10,26,39,40,3,9,25,38,30,33,42,43,1,16,17
12,18,25,30,5,6,27,29,21,35,37,41,10,16,31,43,1,8,20,24,9,14,28,39,2,32,40,42,15,19,22,36,4,7,34,38,13,17,23,26,3,11,33
10,11,28,37,6,31,32,33,15,16,18,42,1,12,34,36,4,22,35,43,17,20,25,29,7,9,19,23,14,24,26,27,3,5,8,40,2,13,39,41,21,30,38
