1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,19,22,23,28,24,25,35,37,27,31,36,38,26,32,33,34,29,30
1,5,9,13,2,6,10,14,3,7,11,26,4,8,12,15,16,17,19,24,18,22,25,38,20,23,36,37,21,29,32,35,27,28,30,34,31,33
1,6,11,15,2,5,12,16,3,8,9,14,4,7,10,13,17,22,34,37,18,19,30,35,20,24,32,38,21,23,26,31,25,27,29,33,28,36
1,7,14,17,2,8,11,18,3,5,10,15,4,6,9,16,19,20,25,26,21,22,24,36,12,23,30,33,28,31,32,37,13,29,34,38,27,35
1,8,20,22,2,7,9,21,3,6,17,23,4,5,18,24,10,16,30,37,12,14,29,36,11,19,27,32,15,25,31,34,28,33,35,38,13,26
1,10,18,23,2,15,17,32,3,16,20,33,4,19,21,37,5,22,29,31,6,13,24,27,7,12,25,28,8,34,35,36,9,26,30,38,11,14
1,12,19,34,2,20,31,35,3,13,18,36,4,11,17,33,5,14,21,38,6,22,30,32,7,16,23,29,8,24,26,28,9,15,27,37,10,25
1,16,21,28,2,13,19,33,3,12,22,35,4,14,20,27,5,11,23,34,6,18,26,29,7,15,24,30,8,10,17,31,9,25,32,36,37,38
