7,8,27,30,1,9,20,25,3,5,6,10,11,15,21,34,18,23,29,33,12,16,24,26,2,4,28,32,17,19,22,31,13,14
5,27,31,34,1,8,14,18,13,20,24,32,7,11,12,19,3,4,9,17,2,23,25,26,10,16,21,22,6,15,28,29,30,33
8,13,25,31,5,11,14,29,1,2,17,34,7,9,16,32,6,12,21,23,10,18,19,20,4,15,22,33,3,24,28,30,26,27
10,24,25,34,15,16,17,27,3,11,20,23,2,6,19,33,4,26,29,30,9,14,28,31,7,13,18,21,8,12,22,32,1,5
3,29,32,34,2,8,15,20,9,18,22,26,5,12,25,30,4,6,13,27,7,10,14,17,11,16,31,33,1,19,23,28,21,24
5,9,13,23,19,21,30,32,4,12,20,31,8,17,26,33,1,7,24,29,2,10,11,27,16,18,28,34,3,14,15,25,6,22
6,14,26,32,19,25,27,29,2,3,18,31,1,13,16,30,9,10,12,15,7,22,23,34,4,8,11,24,5,20,21,33,17,28
12,27,28,33,4,14,16,19,5,15,18,24,2,13,22,29,1,3,21,26,6,8,9,34,11,17,25,32,10,23,30,31,7,20
