4,5,6,8,1,2,3,7,9,10,11,12,14,17,24,25,13,20,31,38,16,21,35,39,18,19,22,42,15,23,29,37,27,30,34,45,26,28,32,41,36,40,43,46,33,44
1,4,9,16,3,6,11,13,2,5,14,15,10,18,20,24,7,8,12,17,28,37,39,42,19,30,33,43,21,32,34,40,22,29,38,45,26,35,36,44,23,25,27,31,41,46
1,5,10,13,6,7,14,18,2,4,17,22,3,8,9,44,11,15,42,43,16,19,25,40,20,28,29,34,12,21,26,37,24,27,38,46,31,33,35,41,23,36,39,45,30,32
9,13,15,17,2,10,27,43,5,7,11,21,1,8,14,22,6,28,30,35,16,18,23,34,3,4,12,19,20,33,36,37,24,26,29,31,38,40,41,42,32,44,45,46,25,39
1,6,12,20,3,5,16,17,2,8,13,19,15,18,21,27,7,10,30,46,4,29,39,41,9,14,36,42,11,31,40,44,35,37,38,43,22,23,24,32,25,28,33,45,26,34
1,25,34,43,4,13,14,44,2,6,16,45,3,10,22,36,8,15,24,35,7,32,38,39,9,20,23,40,11,26,33,46,12,18,28,31,5,19,37,41,17,21,29,30,27,42
5,29,32,36,1,11,17,18,6,31,37,46,7,13,16,27,12,15,41,45,2,21,33,42,4,10,28,40,3,14,30,38,19,34,39,44,20,22,25,35,8,23,26,43,9,24
2,24,30,44,4,18,26,38,6,9,27,41,5,20,43,45,11,16,22,37,1,15,33,40,3,25,29,42,7,19,23,28,10,17,32,35,8,31,34,36,12,13,39,46,14,21
