16,17,26,32,14,22,23,27,1,12,19,30,4,20,24,34,5,11,18,31,3,13,15,29,6,7,33,35,2,8,25,28,9,10,21
2,13,18,22,16,19,20,25,1,9,11,26,10,29,30,33,3,14,24,32,4,15,31,35,6,8,17,27,5,7,21,28,12,23,34
3,17,18,23,2,11,30,32,1,10,24,25,5,14,16,34,9,15,19,27,20,28,29,35,12,21,31,33,4,6,22,26,7,8,13
5,13,32,33,1,2,14,15,9,17,24,35,11,12,16,22,10,27,28,31,6,19,23,29,7,20,26,30,8,18,21,34,3,4,25
14,26,28,33,22,25,30,35,2,3,21,27,11,13,23,24,8,9,16,29,4,10,19,32,6,12,15,18,7,17,31,34,1,5,20
15,16,24,33,2,10,12,17,5,8,19,22,1,21,23,35,9,18,20,32,3,6,28,34,13,25,26,27,4,7,11,29,14,30,31
6,16,21,30,1,3,7,22,11,27,33,34,8,10,15,20,13,17,19,28,23,25,31,32,2,5,24,29,4,9,12,14,18,26,35
6,13,20,31,1,4,16,18,8,11,14,35,9,23,28,30,15,17,21,25,3,5,10,26,22,29,32,34,7,12,24,27,2,19,33
