1,3,5,11,6,9,16,34,2,19,22,23,4,21,24,42,7,15,31,40,10,12,30,33,35,36,39,41,13,17,27,28,14,18,25,29,26,32,37,38,8,20
1,2,4,7,3,6,17,39,5,8,9,10,18,21,26,30,11,20,40,42,16,22,28,35,13,33,34,36,15,19,27,29,12,23,24,32,25,31,37,41,14,38
1,8,15,26,3,4,9,41,5,7,29,39,2,10,24,28,16,17,20,32,6,12,14,42,11,19,21,33,22,25,34,38,27,30,36,40,13,18,31,35,23,37
1,10,16,39,2,6,38,41,9,13,21,40,5,20,23,26,3,8,33,42,4,25,28,30,14,15,17,34,7,12,18,19,24,29,35,37,11,31,32,36,22,27
3,10,21,22,1,6,19,30,5,28,37,40,2,8,11,13,4,18,20,39,12,26,31,34,7,14,23,35,15,16,41,42,25,27,32,33,9,17,24,38,29,36
1,9,18,42,3,7,27,37,6,20,28,29,2,12,39,40,5,22,24,36,4,10,11,14,17,26,33,35,8,21,31,38,13,16,23,30,19,32,34,41,15,25
4,5,6,32,7,10,26,42,1,14,28,33,2,16,27,31,3,13,20,38,9,19,37,39,11,29,30,34,17,23,25,36,8,18,22,40,12,15,21,35,24,41
4,13,22,26,1,12,20,37,5,16,33,38,3,19,24,31,2,14,30,32,6,8,27,35,7,9,11,25,10,23,34,40,15,18,28,36,17,21,29,41,39,42
