2,7,24,31,4,15,16,29,22,26,30,36,5,18,20,32,10,17,25,37,1,9,21,33,8,19,27,28,3,14,34,35,11,12,13,23,6
9,13,30,34,3,23,29,37,16,17,24,28,1,10,18,36,15,26,32,33,2,6,20,35,8,12,22,31,5,14,25,27,7,11,19,21,4
13,18,19,26,1,16,25,30,9,10,22,23,4,8,11,34,17,27,29,31,12,14,20,33,3,21,24,32,6,28,36,37,5,7,15,35,2
3,10,12,19,30,33,35,37,5,22,28,34,1,2,23,27,4,6,21,25,11,24,26,29,7,9,17,20,8,14,15,18,13,31,32,36,16
3,4,9,26,8,17,21,30,19,31,34,37,2,18,28,29,16,27,33,36,1,7,14,22,10,11,15,20,23,25,32,35,5,6,12,24,13
2,12,17,36,5,8,23,33,20,21,26,31,4,7,10,28,3,6,27,30,1,13,15,37,9,19,29,35,18,22,24,25,11,14,16,32,34
8,10,24,35,4,20,27,37,21,29,34,36,6,16,18,31,3,7,13,33,9,12,15,25,2,5,11,30,14,23,26,28,17,19,22,32,1
11,28,31,33,7,29,30,32,12,16,26,35,6,10,13,14,1,4,5,19,2,8,9,37,17,18,23,34,3,20,25,36,15,21,22,27,24
