4,6,26,44,10,12,16,36,11,28,32,40,2,3,18,33,14,27,31,43,1,5,9,37,24,30,34,41,8,13,25,35,7,22,38,42,15,21,29,39,17,19,20,23
6,12,38,41,18,26,30,37,5,23,29,44,3,9,32,42,13,20,24,28,4,8,19,40,2,10,15,31,25,27,33,39,16,17,21,22,1,7,11,43,14,34,35,36
25,31,37,41,12,14,29,40,5,15,17,30,7,19,21,32,6,8,10,27,2,11,22,26,9,24,35,39,18,20,36,42,3,16,28,43,1,34,38,44,4,13,23,33
6,14,39,42,15,32,35,41,2,8,17,44,16,33,37,38,18,21,23,28,4,7,24,36,3,11,12,25,1,13,29,31,9,20,26,27,5,19,34,43,10,22,30,40
2,14,30,32,4,10,25,28,3,6,22,35,16,20,31,44,1,8,23,42,9,11,15,38,7,29,33,34,5,13,18,40,12,17,39,43,19,26,36,41,21,24,27,37
9,28,31,34,3,13,39,44,6,16,18,19,10,11,23,37,4,12,21,42,5,7,27,35,1,15,22,33,8,14,24,26,20,25,30,38,2,40,41,43,17,29,32,36
23,26,31,39,3,4,27,29,21,35,38,43,2,19,25,42,30,33,36,44,12,13,32,34,5,11,16,24,6,17,28,37,7,15,20,40,1,10,14,18,8,9,22,41
21,26,33,40,6,9,30,43,4,11,34,39,12,22,23,27,1,16,25,32,5,8,28,36,2,20,29,35,10,13,17,42,7,18,41,44,3,24,31,38,14,15,19,37
