6,7,32,39,22,26,35,46,2,19,25,33,27,30,31,48,9,12,36,38,1,15,16,18,13,29,41,42,20,21,44,45,8,23,37,47,10,11,28,40,5,17,24,43,3,4,14,34
3,29,36,37,19,28,42,47,14,21,23,27,6,12,33,34,1,25,31,43,2,4,24,39,9,10,13,45,18,26,40,41,7,11,46,48,8,15,30,38,17,22,32,44,5,16,20,35
9,15,21,37,6,14,20,43,23,28,30,32,3,5,7,12,1,13,36,46,10,18,35,47,25,27,41,44,11,16,22,42,4,33,40,45,24,26,38,48,19,31,34,39,2,8,17,29
17,21,31,41,12,26,28,39,3,15,33,46,4,18,25,36,8,13,20,34,19,23,44,48,5,9,29,32,6,16,24,30,10,27,38,42,22,40,43,47,1,2,11,37,7,14,35,45
26,32,37,45,2,27,28,43,6,17,25,38,3,13,22,24,1,5,10,30,11,15,23,34,16,19,29,40,7,8,36,41,33,35,42,44,4,12,20,31,9,14,18,46,21,39,47,48
20,26,30,42,2,31,32,47,4,28,35,37,12,13,25,40,7,15,24,44,10,34,41,43,22,33,36,39,5,11,18,45,6,9,19,27,3,8,16,21,1,14,17,48,23,29,38,46
20,27,39,40,1,28,34,45,16,33,38,41,6,26,36,47,9,11,24,31,8,10,22,48,4,29,30,44,13,15,19,35,5,14,25,37,7,17,23,42,2,12,21,46,3,18,32,43
10,14,24,33,37,39,44,46,5,13,38,47,21,30,36,43,16,25,32,48,3,17,20,28,6,15,31,40,2,9,34,35,4,11,19,26,7,18,27,29,1,22,23,41,8,12,42,45
